WKT,name,description
"POLYGON ((106.8509228 -6.2327992, 106.8506009 -6.2333964, 106.8507082 -6.2340364, 106.85103 -6.2345696, 106.8517382 -6.2350389, 106.8526394 -6.2356362, 106.8527467 -6.2362761, 106.8523175 -6.2374066, 106.8517382 -6.2398596, 106.8522531 -6.2409048, 106.8527037 -6.2419927, 106.8539483 -6.242014, 106.8537552 -6.2417154, 106.85309 -6.2408622, 106.8529612 -6.2401583, 106.8530471 -6.239369, 106.8534762 -6.2379185, 106.853605 -6.23666, 106.8536264 -6.2362121, 106.8533046 -6.2347616, 106.8528754 -6.2348469, 106.8526608 -6.2335031, 106.8514377 -6.2335031, 106.8513734 -6.2330765, 106.8509228 -6.2327992))",Tebet Eco Park,
