WKT,name,description
"POLYGON ((106.7983131 -6.2146903, 106.7984418 -6.2170155, 106.7982702 -6.21885, 106.7982916 -6.2205778, 106.8006091 -6.221495, 106.8025832 -6.222263, 106.8031411 -6.2226683, 106.8037848 -6.2234575, 106.8047719 -6.2246521, 106.8088059 -6.2219217, 106.8083553 -6.2211751, 106.8083767 -6.2157569, 106.8069605 -6.2157569, 106.8061022 -6.2154796, 106.8062953 -6.2133038, 106.8061022 -6.2127491, 106.7983131 -6.2146903))",Gelora Bung Karno,
