WKT,name,description
"POLYGON ((106.8162814 -6.3049705, 106.8162023 -6.3050766, 106.816197 -6.3051512, 106.8162023 -6.3053272, 106.8162238 -6.3056684, 106.8162881 -6.3059403, 106.8164437 -6.3061643, 106.8166744 -6.3065429, 106.8169748 -6.3070174, 106.8168822 -6.3074232, 106.8166033 -6.3078924, 106.8161098 -6.3079137, 106.8158523 -6.3083403, 106.8158523 -6.3089161, 106.8156806 -6.3093427, 106.8157235 -6.3098119, 106.8160454 -6.310537, 106.8169681 -6.310537, 106.8176976 -6.3103237, 106.8176976 -6.3146959, 106.8171826 -6.3150798, 106.8164531 -6.3150585, 106.8164316 -6.3160822, 106.8176976 -6.3161675, 106.818041 -6.3161675, 106.8187491 -6.3165301, 106.8191138 -6.3168713, 106.8191568 -6.3172125, 106.8203369 -6.3173832, 106.8207875 -6.3174471, 106.8224612 -6.3174045, 106.8234054 -6.3172978, 106.8236843 -6.3173832, 106.8237487 -6.3177457, 106.8246928 -6.317831, 106.8249074 -6.3168926, 106.8254224 -6.3136722, 106.8257228 -6.3114115, 106.8258945 -6.3111555, 106.8265167 -6.3113475, 106.8267957 -6.3107076, 106.8270961 -6.3086602, 106.824843 -6.3085535, 106.8245212 -6.3083616, 106.8245641 -6.3063355, 106.823105 -6.3063355, 106.82259 -6.306634, 106.8205515 -6.3065701, 106.8205515 -6.3060155, 106.8204442 -6.3057809, 106.8184701 -6.3056103, 106.8185345 -6.3052477, 106.8162814 -6.3049705))",Kebun Binatang Ragunan,
