WKT,name,description
"POLYGON ((110.0307586 -7.8945331, 110.3466155 -8.0250988, 110.3562285 -8.0550143, 110.7132842 -8.1814504, 110.7105376 -8.2059173, 110.7434966 -8.1923248, 110.8341338 -8.2018396, 110.8382537 -8.1773725, 110.8245208 -8.1461067, 110.8080413 -8.163779, 110.7915618 -8.1515444, 110.7943084 -8.1107598, 110.773709 -8.0686115, 110.7654693 -8.0155798, 110.7723357 -7.9843015, 110.7723357 -7.9530208, 110.7819487 -7.8945331, 110.7929351 -7.8591644, 110.7929351 -7.8237927, 110.7750823 -7.8088269, 110.7586028 -7.8278742, 110.7380034 -7.7993029, 110.7201507 -7.7979423, 110.6871917 -7.8101874, 110.6789519 -7.7897787, 110.6583526 -7.7965817, 110.5869414 -7.8074663, 110.589688 -7.7870574, 110.5635955 -7.7870574, 110.5361297 -7.7911393, 110.4990508 -7.759844, 110.4564788 -7.5475193, 110.438626 -7.5447965, 110.3823211 -7.604694, 110.3109099 -7.6509727, 110.2806975 -7.7054119, 110.2669646 -7.6890809, 110.264218 -7.6414452, 110.2532317 -7.6550559, 110.2243926 -7.6468895, 110.1488616 -7.6441673, 110.1200225 -7.6632221, 110.1392486 -7.6781932, 110.136502 -7.7367112, 110.1117827 -7.7720902, 110.0692107 -7.8197112, 110.0513579 -7.851002, 110.0307586 -7.8945331))",DI Yogyakarta,
