WKT,name,description
"POLYGON ((106.7247706 -6.0879734, 106.7082912 -6.0968493, 106.6849452 -6.0961666, 106.6870051 -6.1077734, 106.6979915 -6.1132354, 106.6856319 -6.12689, 106.6890651 -6.1739958, 106.7247706 -6.1890142, 106.724084 -6.2067626, 106.714471 -6.2238279, 106.7398768 -6.2251931, 106.7481166 -6.2388448, 106.7488032 -6.2511311, 106.7597896 -6.2579567, 106.7515498 -6.2716076, 106.7790156 -6.3146056, 106.8085414 -6.3159705, 106.8003017 -6.3432689, 106.7920619 -6.365789, 106.8126613 -6.3651066, 106.8147212 -6.3548703, 106.8366939 -6.3589649, 106.8380672 -6.3425865, 106.8504268 -6.3391743, 106.8607265 -6.3555527, 106.8710261 -6.3548703, 106.886819 -6.3692011, 106.9039851 -6.3692011, 106.9060451 -6.3596473, 106.9170314 -6.3630594, 106.9232112 -6.3016383, 106.9101649 -6.2920833, 106.9067317 -6.2565916, 106.9451839 -6.2518137, 106.9513637 -6.2170019, 106.9650966 -6.2081279, 106.9712764 -6.1767265, 106.971963 -6.1200627, 106.9692164 -6.0907045, 106.8854457 -6.0975321, 106.8566066 -6.1139181, 106.7851955 -6.1064079, 106.7247706 -6.0879734))",DKI Jakarta,
